n_poi,n_run,n_epoch,accuracy,precision,recall,f1
5,0,0,1.0,1.0,1.0,1.0
5,0,1,1.0,1.0,1.0,1.0
5,0,2,1.0,1.0,1.0,1.0
5,0,3,1.0,1.0,1.0,1.0
5,0,4,1.0,1.0,1.0,1.0
5,0,5,1.0,1.0,1.0,1.0
5,0,6,1.0,1.0,1.0,1.0
5,0,7,1.0,1.0,1.0,1.0
5,0,8,1.0,1.0,1.0,1.0
5,0,9,1.0,1.0,1.0,1.0
5,0,10,1.0,1.0,1.0,1.0
5,0,11,1.0,1.0,1.0,1.0
5,0,12,1.0,1.0,1.0,1.0
5,0,13,1.0,1.0,1.0,1.0
5,0,14,1.0,1.0,1.0,1.0
5,0,15,1.0,1.0,1.0,1.0
5,0,16,1.0,1.0,1.0,1.0
5,0,17,1.0,1.0,1.0,1.0
5,0,18,1.0,1.0,1.0,1.0
5,0,19,1.0,1.0,1.0,1.0
5,0,20,1.0,1.0,1.0,1.0
5,0,21,1.0,1.0,1.0,1.0
5,0,22,1.0,1.0,1.0,1.0
5,0,23,1.0,1.0,1.0,1.0
5,0,24,1.0,1.0,1.0,1.0
5,1,0,1.0,1.0,1.0,1.0
5,1,1,1.0,1.0,1.0,1.0
5,1,2,1.0,1.0,1.0,1.0
5,1,3,1.0,1.0,1.0,1.0
5,1,4,1.0,1.0,1.0,1.0
5,1,5,1.0,1.0,1.0,1.0
5,1,6,1.0,1.0,1.0,1.0
5,1,7,1.0,1.0,1.0,1.0
5,1,8,1.0,1.0,1.0,1.0
5,1,9,1.0,1.0,1.0,1.0
5,1,10,1.0,1.0,1.0,1.0
5,1,11,1.0,1.0,1.0,1.0
5,1,12,1.0,1.0,1.0,1.0
5,1,13,1.0,1.0,1.0,1.0
5,1,14,1.0,1.0,1.0,1.0
5,1,15,1.0,1.0,1.0,1.0
5,1,16,1.0,1.0,1.0,1.0
5,1,17,1.0,1.0,1.0,1.0
5,1,18,1.0,1.0,1.0,1.0
5,1,19,1.0,1.0,1.0,1.0
5,1,20,1.0,1.0,1.0,1.0
5,1,21,1.0,1.0,1.0,1.0
5,1,22,1.0,1.0,1.0,1.0
5,1,23,1.0,1.0,1.0,1.0
5,1,24,1.0,1.0,1.0,1.0
5,2,0,1.0,1.0,1.0,1.0
5,2,1,1.0,1.0,1.0,1.0
5,2,2,1.0,1.0,1.0,1.0
5,2,3,1.0,1.0,1.0,1.0
5,2,4,1.0,1.0,1.0,1.0
5,2,5,1.0,1.0,1.0,1.0
5,2,6,1.0,1.0,1.0,1.0
5,2,7,1.0,1.0,1.0,1.0
5,2,8,1.0,1.0,1.0,1.0
5,2,9,1.0,1.0,1.0,1.0
5,2,10,1.0,1.0,1.0,1.0
5,2,11,1.0,1.0,1.0,1.0
5,2,12,1.0,1.0,1.0,1.0
5,2,13,1.0,1.0,1.0,1.0
5,2,14,1.0,1.0,1.0,1.0
5,2,15,1.0,1.0,1.0,1.0
5,2,16,1.0,1.0,1.0,1.0
5,2,17,1.0,1.0,1.0,1.0
5,2,18,1.0,1.0,1.0,1.0
5,2,19,1.0,1.0,1.0,1.0
5,2,20,1.0,1.0,1.0,1.0
5,2,21,1.0,1.0,1.0,1.0
5,2,22,1.0,1.0,1.0,1.0
5,2,23,1.0,1.0,1.0,1.0
5,2,24,1.0,1.0,1.0,1.0
5,3,0,1.0,1.0,1.0,1.0
5,3,1,1.0,1.0,1.0,1.0
5,3,2,1.0,1.0,1.0,1.0
5,3,3,1.0,1.0,1.0,1.0
5,3,4,1.0,1.0,1.0,1.0
5,3,5,1.0,1.0,1.0,1.0
5,3,6,1.0,1.0,1.0,1.0
5,3,7,1.0,1.0,1.0,1.0
5,3,8,1.0,1.0,1.0,1.0
5,3,9,1.0,1.0,1.0,1.0
5,3,10,1.0,1.0,1.0,1.0
5,3,11,1.0,1.0,1.0,1.0
5,3,12,1.0,1.0,1.0,1.0
5,3,13,1.0,1.0,1.0,1.0
5,3,14,1.0,1.0,1.0,1.0
5,3,15,1.0,1.0,1.0,1.0
5,3,16,1.0,1.0,1.0,1.0
5,3,17,1.0,1.0,1.0,1.0
5,3,18,1.0,1.0,1.0,1.0
5,3,19,1.0,1.0,1.0,1.0
5,3,20,1.0,1.0,1.0,1.0
5,3,21,1.0,1.0,1.0,1.0
5,3,22,1.0,1.0,1.0,1.0
5,3,23,1.0,1.0,1.0,1.0
5,3,24,1.0,1.0,1.0,1.0
5,4,0,1.0,1.0,1.0,1.0
5,4,1,1.0,1.0,1.0,1.0
5,4,2,1.0,1.0,1.0,1.0
5,4,3,1.0,1.0,1.0,1.0
5,4,4,1.0,1.0,1.0,1.0
5,4,5,1.0,1.0,1.0,1.0
5,4,6,1.0,1.0,1.0,1.0
5,4,7,1.0,1.0,1.0,1.0
5,4,8,1.0,1.0,1.0,1.0
5,4,9,1.0,1.0,1.0,1.0
5,4,10,1.0,1.0,1.0,1.0
5,4,11,1.0,1.0,1.0,1.0
5,4,12,1.0,1.0,1.0,1.0
5,4,13,1.0,1.0,1.0,1.0
5,4,14,1.0,1.0,1.0,1.0
5,4,15,1.0,1.0,1.0,1.0
5,4,16,1.0,1.0,1.0,1.0
5,4,17,1.0,1.0,1.0,1.0
5,4,18,1.0,1.0,1.0,1.0
5,4,19,1.0,1.0,1.0,1.0
5,4,20,1.0,1.0,1.0,1.0
5,4,21,1.0,1.0,1.0,1.0
5,4,22,1.0,1.0,1.0,1.0
5,4,23,1.0,1.0,1.0,1.0
5,4,24,1.0,1.0,1.0,1.0
5,5,0,1.0,1.0,1.0,1.0
5,5,1,1.0,1.0,1.0,1.0
5,5,2,1.0,1.0,1.0,1.0
5,5,3,1.0,1.0,1.0,1.0
5,5,4,1.0,1.0,1.0,1.0
5,5,5,1.0,1.0,1.0,1.0
5,5,6,1.0,1.0,1.0,1.0
5,5,7,1.0,1.0,1.0,1.0
5,5,8,1.0,1.0,1.0,1.0
5,5,9,1.0,1.0,1.0,1.0
5,5,10,1.0,1.0,1.0,1.0
5,5,11,1.0,1.0,1.0,1.0
5,5,12,1.0,1.0,1.0,1.0
5,5,13,1.0,1.0,1.0,1.0
5,5,14,1.0,1.0,1.0,1.0
5,5,15,1.0,1.0,1.0,1.0
5,5,16,1.0,1.0,1.0,1.0
5,5,17,1.0,1.0,1.0,1.0
5,5,18,1.0,1.0,1.0,1.0
5,5,19,1.0,1.0,1.0,1.0
5,5,20,1.0,1.0,1.0,1.0
5,5,21,1.0,1.0,1.0,1.0
5,5,22,1.0,1.0,1.0,1.0
5,5,23,1.0,1.0,1.0,1.0
5,5,24,1.0,1.0,1.0,1.0
5,6,0,1.0,1.0,1.0,1.0
5,6,1,1.0,1.0,1.0,1.0
5,6,2,1.0,1.0,1.0,1.0
5,6,3,1.0,1.0,1.0,1.0
5,6,4,1.0,1.0,1.0,1.0
5,6,5,1.0,1.0,1.0,1.0
5,6,6,1.0,1.0,1.0,1.0
5,6,7,1.0,1.0,1.0,1.0
5,6,8,1.0,1.0,1.0,1.0
5,6,9,1.0,1.0,1.0,1.0
5,6,10,1.0,1.0,1.0,1.0
5,6,11,1.0,1.0,1.0,1.0
5,6,12,1.0,1.0,1.0,1.0
5,6,13,1.0,1.0,1.0,1.0
5,6,14,1.0,1.0,1.0,1.0
5,6,15,1.0,1.0,1.0,1.0
5,6,16,1.0,1.0,1.0,1.0
5,6,17,1.0,1.0,1.0,1.0
5,6,18,1.0,1.0,1.0,1.0
5,6,19,1.0,1.0,1.0,1.0
5,6,20,1.0,1.0,1.0,1.0
5,6,21,1.0,1.0,1.0,1.0
5,6,22,1.0,1.0,1.0,1.0
5,6,23,1.0,1.0,1.0,1.0
5,6,24,1.0,1.0,1.0,1.0
5,7,0,1.0,1.0,1.0,1.0
5,7,1,1.0,1.0,1.0,1.0
5,7,2,1.0,1.0,1.0,1.0
5,7,3,1.0,1.0,1.0,1.0
5,7,4,1.0,1.0,1.0,1.0
5,7,5,1.0,1.0,1.0,1.0
5,7,6,1.0,1.0,1.0,1.0
5,7,7,1.0,1.0,1.0,1.0
5,7,8,1.0,1.0,1.0,1.0
5,7,9,1.0,1.0,1.0,1.0
5,7,10,1.0,1.0,1.0,1.0
5,7,11,1.0,1.0,1.0,1.0
5,7,12,1.0,1.0,1.0,1.0
5,7,13,1.0,1.0,1.0,1.0
5,7,14,1.0,1.0,1.0,1.0
5,7,15,1.0,1.0,1.0,1.0
5,7,16,1.0,1.0,1.0,1.0
5,7,17,1.0,1.0,1.0,1.0
5,7,18,1.0,1.0,1.0,1.0
5,7,19,1.0,1.0,1.0,1.0
5,7,20,1.0,1.0,1.0,1.0
5,7,21,1.0,1.0,1.0,1.0
5,7,22,1.0,1.0,1.0,1.0
5,7,23,1.0,1.0,1.0,1.0
5,7,24,1.0,1.0,1.0,1.0
5,8,0,1.0,1.0,1.0,1.0
5,8,1,1.0,1.0,1.0,1.0
5,8,2,1.0,1.0,1.0,1.0
5,8,3,1.0,1.0,1.0,1.0
5,8,4,1.0,1.0,1.0,1.0
5,8,5,1.0,1.0,1.0,1.0
5,8,6,1.0,1.0,1.0,1.0
5,8,7,1.0,1.0,1.0,1.0
5,8,8,1.0,1.0,1.0,1.0
5,8,9,1.0,1.0,1.0,1.0
5,8,10,1.0,1.0,1.0,1.0
5,8,11,1.0,1.0,1.0,1.0
5,8,12,1.0,1.0,1.0,1.0
5,8,13,1.0,1.0,1.0,1.0
5,8,14,1.0,1.0,1.0,1.0
5,8,15,1.0,1.0,1.0,1.0
5,8,16,1.0,1.0,1.0,1.0
5,8,17,1.0,1.0,1.0,1.0
5,8,18,1.0,1.0,1.0,1.0
5,8,19,1.0,1.0,1.0,1.0
5,8,20,1.0,1.0,1.0,1.0
5,8,21,1.0,1.0,1.0,1.0
5,8,22,1.0,1.0,1.0,1.0
5,8,23,1.0,1.0,1.0,1.0
5,8,24,1.0,1.0,1.0,1.0
5,9,0,1.0,1.0,1.0,1.0
5,9,1,1.0,1.0,1.0,1.0
5,9,2,1.0,1.0,1.0,1.0
5,9,3,1.0,1.0,1.0,1.0
5,9,4,1.0,1.0,1.0,1.0
5,9,5,1.0,1.0,1.0,1.0
5,9,6,1.0,1.0,1.0,1.0
5,9,7,1.0,1.0,1.0,1.0
5,9,8,1.0,1.0,1.0,1.0
5,9,9,1.0,1.0,1.0,1.0
5,9,10,1.0,1.0,1.0,1.0
5,9,11,1.0,1.0,1.0,1.0
5,9,12,1.0,1.0,1.0,1.0
5,9,13,1.0,1.0,1.0,1.0
5,9,14,1.0,1.0,1.0,1.0
5,9,15,1.0,1.0,1.0,1.0
5,9,16,1.0,1.0,1.0,1.0
5,9,17,1.0,1.0,1.0,1.0
5,9,18,1.0,1.0,1.0,1.0
5,9,19,1.0,1.0,1.0,1.0
5,9,20,1.0,1.0,1.0,1.0
5,9,21,1.0,1.0,1.0,1.0
5,9,22,1.0,1.0,1.0,1.0
5,9,23,1.0,1.0,1.0,1.0
5,9,24,1.0,1.0,1.0,1.0
5,10,0,1.0,1.0,1.0,1.0
5,10,1,1.0,1.0,1.0,1.0
5,10,2,1.0,1.0,1.0,1.0
5,10,3,1.0,1.0,1.0,1.0
5,10,4,1.0,1.0,1.0,1.0
5,10,5,1.0,1.0,1.0,1.0
5,10,6,1.0,1.0,1.0,1.0
5,10,7,1.0,1.0,1.0,1.0
5,10,8,1.0,1.0,1.0,1.0
5,10,9,1.0,1.0,1.0,1.0
5,10,10,1.0,1.0,1.0,1.0
5,10,11,1.0,1.0,1.0,1.0
5,10,12,1.0,1.0,1.0,1.0
5,10,13,1.0,1.0,1.0,1.0
5,10,14,1.0,1.0,1.0,1.0
5,10,15,1.0,1.0,1.0,1.0
5,10,16,1.0,1.0,1.0,1.0
5,10,17,1.0,1.0,1.0,1.0
5,10,18,1.0,1.0,1.0,1.0
5,10,19,1.0,1.0,1.0,1.0
5,10,20,1.0,1.0,1.0,1.0
5,10,21,1.0,1.0,1.0,1.0
5,10,22,1.0,1.0,1.0,1.0
5,10,23,1.0,1.0,1.0,1.0
5,10,24,1.0,1.0,1.0,1.0
5,11,0,1.0,1.0,1.0,1.0
5,11,1,1.0,1.0,1.0,1.0
5,11,2,1.0,1.0,1.0,1.0
5,11,3,1.0,1.0,1.0,1.0
5,11,4,1.0,1.0,1.0,1.0
5,11,5,1.0,1.0,1.0,1.0
5,11,6,1.0,1.0,1.0,1.0
5,11,7,1.0,1.0,1.0,1.0
5,11,8,1.0,1.0,1.0,1.0
5,11,9,1.0,1.0,1.0,1.0
5,11,10,1.0,1.0,1.0,1.0
5,11,11,1.0,1.0,1.0,1.0
5,11,12,1.0,1.0,1.0,1.0
5,11,13,1.0,1.0,1.0,1.0
5,11,14,1.0,1.0,1.0,1.0
5,11,15,1.0,1.0,1.0,1.0
5,11,16,1.0,1.0,1.0,1.0
5,11,17,1.0,1.0,1.0,1.0
5,11,18,1.0,1.0,1.0,1.0
5,11,19,1.0,1.0,1.0,1.0
5,11,20,1.0,1.0,1.0,1.0
5,11,21,1.0,1.0,1.0,1.0
5,11,22,1.0,1.0,1.0,1.0
5,11,23,1.0,1.0,1.0,1.0
5,11,24,1.0,1.0,1.0,1.0
5,12,0,1.0,1.0,1.0,1.0
5,12,1,1.0,1.0,1.0,1.0
5,12,2,1.0,1.0,1.0,1.0
5,12,3,1.0,1.0,1.0,1.0
5,12,4,1.0,1.0,1.0,1.0
5,12,5,1.0,1.0,1.0,1.0
5,12,6,1.0,1.0,1.0,1.0
5,12,7,1.0,1.0,1.0,1.0
5,12,8,1.0,1.0,1.0,1.0
5,12,9,1.0,1.0,1.0,1.0
5,12,10,1.0,1.0,1.0,1.0
5,12,11,1.0,1.0,1.0,1.0
5,12,12,1.0,1.0,1.0,1.0
5,12,13,1.0,1.0,1.0,1.0
5,12,14,1.0,1.0,1.0,1.0
5,12,15,1.0,1.0,1.0,1.0
5,12,16,1.0,1.0,1.0,1.0
5,12,17,1.0,1.0,1.0,1.0
5,12,18,1.0,1.0,1.0,1.0
5,12,19,1.0,1.0,1.0,1.0
5,12,20,1.0,1.0,1.0,1.0
5,12,21,1.0,1.0,1.0,1.0
5,12,22,1.0,1.0,1.0,1.0
5,12,23,1.0,1.0,1.0,1.0
5,12,24,1.0,1.0,1.0,1.0
5,13,0,1.0,1.0,1.0,1.0
5,13,1,1.0,1.0,1.0,1.0
5,13,2,1.0,1.0,1.0,1.0
5,13,3,1.0,1.0,1.0,1.0
5,13,4,1.0,1.0,1.0,1.0
5,13,5,1.0,1.0,1.0,1.0
5,13,6,1.0,1.0,1.0,1.0
5,13,7,1.0,1.0,1.0,1.0
5,13,8,1.0,1.0,1.0,1.0
5,13,9,1.0,1.0,1.0,1.0
5,13,10,1.0,1.0,1.0,1.0
5,13,11,1.0,1.0,1.0,1.0
5,13,12,1.0,1.0,1.0,1.0
5,13,13,1.0,1.0,1.0,1.0
5,13,14,1.0,1.0,1.0,1.0
5,13,15,1.0,1.0,1.0,1.0
5,13,16,1.0,1.0,1.0,1.0
5,13,17,1.0,1.0,1.0,1.0
5,13,18,1.0,1.0,1.0,1.0
5,13,19,1.0,1.0,1.0,1.0
5,13,20,1.0,1.0,1.0,1.0
5,13,21,1.0,1.0,1.0,1.0
5,13,22,1.0,1.0,1.0,1.0
5,13,23,1.0,1.0,1.0,1.0
5,13,24,1.0,1.0,1.0,1.0
5,14,0,1.0,1.0,1.0,1.0
5,14,1,1.0,1.0,1.0,1.0
5,14,2,1.0,1.0,1.0,1.0
5,14,3,1.0,1.0,1.0,1.0
5,14,4,1.0,1.0,1.0,1.0
5,14,5,1.0,1.0,1.0,1.0
5,14,6,1.0,1.0,1.0,1.0
5,14,7,1.0,1.0,1.0,1.0
5,14,8,1.0,1.0,1.0,1.0
5,14,9,1.0,1.0,1.0,1.0
5,14,10,1.0,1.0,1.0,1.0
5,14,11,1.0,1.0,1.0,1.0
5,14,12,1.0,1.0,1.0,1.0
5,14,13,1.0,1.0,1.0,1.0
5,14,14,1.0,1.0,1.0,1.0
5,14,15,1.0,1.0,1.0,1.0
5,14,16,1.0,1.0,1.0,1.0
5,14,17,1.0,1.0,1.0,1.0
5,14,18,1.0,1.0,1.0,1.0
5,14,19,1.0,1.0,1.0,1.0
5,14,20,1.0,1.0,1.0,1.0
5,14,21,1.0,1.0,1.0,1.0
5,14,22,1.0,1.0,1.0,1.0
5,14,23,1.0,1.0,1.0,1.0
5,14,24,1.0,1.0,1.0,1.0
5,15,0,1.0,1.0,1.0,1.0
5,15,1,1.0,1.0,1.0,1.0
5,15,2,1.0,1.0,1.0,1.0
5,15,3,1.0,1.0,1.0,1.0
5,15,4,1.0,1.0,1.0,1.0
5,15,5,1.0,1.0,1.0,1.0
5,15,6,1.0,1.0,1.0,1.0
5,15,7,1.0,1.0,1.0,1.0
5,15,8,1.0,1.0,1.0,1.0
5,15,9,1.0,1.0,1.0,1.0
5,15,10,1.0,1.0,1.0,1.0
5,15,11,1.0,1.0,1.0,1.0
5,15,12,1.0,1.0,1.0,1.0
5,15,13,1.0,1.0,1.0,1.0
5,15,14,1.0,1.0,1.0,1.0
5,15,15,1.0,1.0,1.0,1.0
5,15,16,1.0,1.0,1.0,1.0
5,15,17,1.0,1.0,1.0,1.0
5,15,18,1.0,1.0,1.0,1.0
5,15,19,1.0,1.0,1.0,1.0
5,15,20,1.0,1.0,1.0,1.0
5,15,21,1.0,1.0,1.0,1.0
5,15,22,1.0,1.0,1.0,1.0
5,15,23,1.0,1.0,1.0,1.0
5,15,24,1.0,1.0,1.0,1.0
5,16,0,1.0,1.0,1.0,1.0
5,16,1,1.0,1.0,1.0,1.0
5,16,2,1.0,1.0,1.0,1.0
5,16,3,1.0,1.0,1.0,1.0
5,16,4,1.0,1.0,1.0,1.0
5,16,5,1.0,1.0,1.0,1.0
5,16,6,1.0,1.0,1.0,1.0
5,16,7,1.0,1.0,1.0,1.0
5,16,8,1.0,1.0,1.0,1.0
5,16,9,1.0,1.0,1.0,1.0
5,16,10,1.0,1.0,1.0,1.0
5,16,11,1.0,1.0,1.0,1.0
5,16,12,1.0,1.0,1.0,1.0
5,16,13,1.0,1.0,1.0,1.0
5,16,14,1.0,1.0,1.0,1.0
5,16,15,1.0,1.0,1.0,1.0
5,16,16,1.0,1.0,1.0,1.0
5,16,17,1.0,1.0,1.0,1.0
5,16,18,1.0,1.0,1.0,1.0
5,16,19,1.0,1.0,1.0,1.0
5,16,20,1.0,1.0,1.0,1.0
5,16,21,1.0,1.0,1.0,1.0
5,16,22,1.0,1.0,1.0,1.0
5,16,23,1.0,1.0,1.0,1.0
5,16,24,1.0,1.0,1.0,1.0
5,17,0,1.0,1.0,1.0,1.0
5,17,1,1.0,1.0,1.0,1.0
5,17,2,1.0,1.0,1.0,1.0
5,17,3,1.0,1.0,1.0,1.0
5,17,4,1.0,1.0,1.0,1.0
5,17,5,1.0,1.0,1.0,1.0
5,17,6,1.0,1.0,1.0,1.0
5,17,7,1.0,1.0,1.0,1.0
5,17,8,1.0,1.0,1.0,1.0
5,17,9,1.0,1.0,1.0,1.0
5,17,10,1.0,1.0,1.0,1.0
5,17,11,1.0,1.0,1.0,1.0
5,17,12,1.0,1.0,1.0,1.0
5,17,13,1.0,1.0,1.0,1.0
5,17,14,1.0,1.0,1.0,1.0
5,17,15,1.0,1.0,1.0,1.0
5,17,16,1.0,1.0,1.0,1.0
5,17,17,1.0,1.0,1.0,1.0
5,17,18,1.0,1.0,1.0,1.0
5,17,19,1.0,1.0,1.0,1.0
5,17,20,1.0,1.0,1.0,1.0
5,17,21,1.0,1.0,1.0,1.0
5,17,22,1.0,1.0,1.0,1.0
5,17,23,1.0,1.0,1.0,1.0
5,17,24,1.0,1.0,1.0,1.0
5,18,0,1.0,1.0,1.0,1.0
5,18,1,1.0,1.0,1.0,1.0
5,18,2,1.0,1.0,1.0,1.0
5,18,3,1.0,1.0,1.0,1.0
5,18,4,1.0,1.0,1.0,1.0
5,18,5,1.0,1.0,1.0,1.0
5,18,6,1.0,1.0,1.0,1.0
5,18,7,1.0,1.0,1.0,1.0
5,18,8,1.0,1.0,1.0,1.0
5,18,9,1.0,1.0,1.0,1.0
5,18,10,1.0,1.0,1.0,1.0
5,18,11,1.0,1.0,1.0,1.0
5,18,12,1.0,1.0,1.0,1.0
5,18,13,1.0,1.0,1.0,1.0
5,18,14,1.0,1.0,1.0,1.0
5,18,15,1.0,1.0,1.0,1.0
5,18,16,1.0,1.0,1.0,1.0
5,18,17,1.0,1.0,1.0,1.0
5,18,18,1.0,1.0,1.0,1.0
5,18,19,1.0,1.0,1.0,1.0
5,18,20,1.0,1.0,1.0,1.0
5,18,21,1.0,1.0,1.0,1.0
5,18,22,1.0,1.0,1.0,1.0
5,18,23,1.0,1.0,1.0,1.0
5,18,24,1.0,1.0,1.0,1.0
5,19,0,1.0,1.0,1.0,1.0
5,19,1,1.0,1.0,1.0,1.0
5,19,2,1.0,1.0,1.0,1.0
5,19,3,1.0,1.0,1.0,1.0
5,19,4,1.0,1.0,1.0,1.0
5,19,5,1.0,1.0,1.0,1.0
5,19,6,1.0,1.0,1.0,1.0
5,19,7,1.0,1.0,1.0,1.0
5,19,8,1.0,1.0,1.0,1.0
5,19,9,1.0,1.0,1.0,1.0
5,19,10,1.0,1.0,1.0,1.0
5,19,11,1.0,1.0,1.0,1.0
5,19,12,1.0,1.0,1.0,1.0
5,19,13,1.0,1.0,1.0,1.0
5,19,14,1.0,1.0,1.0,1.0
5,19,15,1.0,1.0,1.0,1.0
5,19,16,1.0,1.0,1.0,1.0
5,19,17,1.0,1.0,1.0,1.0
5,19,18,1.0,1.0,1.0,1.0
5,19,19,1.0,1.0,1.0,1.0
5,19,20,1.0,1.0,1.0,1.0
5,19,21,1.0,1.0,1.0,1.0
5,19,22,1.0,1.0,1.0,1.0
5,19,23,1.0,1.0,1.0,1.0
5,19,24,1.0,1.0,1.0,1.0
10,0,0,1.0,1.0,1.0,1.0
10,0,1,1.0,1.0,1.0,1.0
10,0,2,1.0,1.0,1.0,1.0
10,0,3,1.0,1.0,1.0,1.0
10,0,4,1.0,1.0,1.0,1.0
10,0,5,1.0,1.0,1.0,1.0
10,0,6,1.0,1.0,1.0,1.0
10,0,7,1.0,1.0,1.0,1.0
10,0,8,1.0,1.0,1.0,1.0
10,0,9,1.0,1.0,1.0,1.0
10,0,10,1.0,1.0,1.0,1.0
10,0,11,1.0,1.0,1.0,1.0
10,0,12,1.0,1.0,1.0,1.0
10,0,13,1.0,1.0,1.0,1.0
10,0,14,1.0,1.0,1.0,1.0
10,0,15,1.0,1.0,1.0,1.0
10,0,16,1.0,1.0,1.0,1.0
10,0,17,1.0,1.0,1.0,1.0
10,0,18,1.0,1.0,1.0,1.0
10,0,19,1.0,1.0,1.0,1.0
10,0,20,1.0,1.0,1.0,1.0
10,0,21,1.0,1.0,1.0,1.0
10,0,22,1.0,1.0,1.0,1.0
10,0,23,1.0,1.0,1.0,1.0
10,0,24,1.0,1.0,1.0,1.0
10,1,0,1.0,1.0,1.0,1.0
10,1,1,1.0,1.0,1.0,1.0
10,1,2,1.0,1.0,1.0,1.0
10,1,3,1.0,1.0,1.0,1.0
10,1,4,1.0,1.0,1.0,1.0
10,1,5,1.0,1.0,1.0,1.0
10,1,6,1.0,1.0,1.0,1.0
10,1,7,1.0,1.0,1.0,1.0
10,1,8,1.0,1.0,1.0,1.0
10,1,9,1.0,1.0,1.0,1.0
10,1,10,1.0,1.0,1.0,1.0
10,1,11,1.0,1.0,1.0,1.0
10,1,12,1.0,1.0,1.0,1.0
10,1,13,1.0,1.0,1.0,1.0
10,1,14,1.0,1.0,1.0,1.0
10,1,15,1.0,1.0,1.0,1.0
10,1,16,1.0,1.0,1.0,1.0
10,1,17,1.0,1.0,1.0,1.0
10,1,18,1.0,1.0,1.0,1.0
10,1,19,1.0,1.0,1.0,1.0
10,1,20,1.0,1.0,1.0,1.0
10,1,21,1.0,1.0,1.0,1.0
10,1,22,1.0,1.0,1.0,1.0
10,1,23,1.0,1.0,1.0,1.0
10,1,24,1.0,1.0,1.0,1.0
10,2,0,1.0,1.0,1.0,1.0
10,2,1,1.0,1.0,1.0,1.0
10,2,2,1.0,1.0,1.0,1.0
10,2,3,1.0,1.0,1.0,1.0
10,2,4,1.0,1.0,1.0,1.0
10,2,5,1.0,1.0,1.0,1.0
10,2,6,1.0,1.0,1.0,1.0
10,2,7,1.0,1.0,1.0,1.0
10,2,8,1.0,1.0,1.0,1.0
10,2,9,1.0,1.0,1.0,1.0
10,2,10,1.0,1.0,1.0,1.0
10,2,11,1.0,1.0,1.0,1.0
10,2,12,1.0,1.0,1.0,1.0
10,2,13,1.0,1.0,1.0,1.0
10,2,14,1.0,1.0,1.0,1.0
10,2,15,1.0,1.0,1.0,1.0
10,2,16,1.0,1.0,1.0,1.0
10,2,17,1.0,1.0,1.0,1.0
10,2,18,1.0,1.0,1.0,1.0
10,2,19,1.0,1.0,1.0,1.0
10,2,20,1.0,1.0,1.0,1.0
10,2,21,1.0,1.0,1.0,1.0
10,2,22,1.0,1.0,1.0,1.0
10,2,23,1.0,1.0,1.0,1.0
10,2,24,1.0,1.0,1.0,1.0
10,3,0,1.0,1.0,1.0,1.0
10,3,1,1.0,1.0,1.0,1.0
10,3,2,1.0,1.0,1.0,1.0
10,3,3,1.0,1.0,1.0,1.0
10,3,4,1.0,1.0,1.0,1.0
10,3,5,1.0,1.0,1.0,1.0
10,3,6,1.0,1.0,1.0,1.0
10,3,7,1.0,1.0,1.0,1.0
10,3,8,1.0,1.0,1.0,1.0
10,3,9,1.0,1.0,1.0,1.0
10,3,10,1.0,1.0,1.0,1.0
10,3,11,1.0,1.0,1.0,1.0
10,3,12,1.0,1.0,1.0,1.0
10,3,13,1.0,1.0,1.0,1.0
10,3,14,1.0,1.0,1.0,1.0
10,3,15,1.0,1.0,1.0,1.0
10,3,16,1.0,1.0,1.0,1.0
10,3,17,1.0,1.0,1.0,1.0
10,3,18,1.0,1.0,1.0,1.0
10,3,19,1.0,1.0,1.0,1.0
10,3,20,1.0,1.0,1.0,1.0
10,3,21,1.0,1.0,1.0,1.0
10,3,22,1.0,1.0,1.0,1.0
10,3,23,1.0,1.0,1.0,1.0
10,3,24,1.0,1.0,1.0,1.0
10,4,0,1.0,1.0,1.0,1.0
10,4,1,1.0,1.0,1.0,1.0
10,4,2,1.0,1.0,1.0,1.0
10,4,3,1.0,1.0,1.0,1.0
10,4,4,1.0,1.0,1.0,1.0
10,4,5,1.0,1.0,1.0,1.0
10,4,6,1.0,1.0,1.0,1.0
10,4,7,1.0,1.0,1.0,1.0
10,4,8,1.0,1.0,1.0,1.0
10,4,9,1.0,1.0,1.0,1.0
10,4,10,1.0,1.0,1.0,1.0
10,4,11,1.0,1.0,1.0,1.0
10,4,12,1.0,1.0,1.0,1.0
10,4,13,1.0,1.0,1.0,1.0
10,4,14,1.0,1.0,1.0,1.0
10,4,15,1.0,1.0,1.0,1.0
10,4,16,1.0,1.0,1.0,1.0
10,4,17,1.0,1.0,1.0,1.0
10,4,18,1.0,1.0,1.0,1.0
10,4,19,1.0,1.0,1.0,1.0
10,4,20,1.0,1.0,1.0,1.0
10,4,21,1.0,1.0,1.0,1.0
10,4,22,1.0,1.0,1.0,1.0
10,4,23,1.0,1.0,1.0,1.0
10,4,24,1.0,1.0,1.0,1.0
